Date,Affected Accounts,Description,Debit,Credit,Debit,Credit,Debit,Credit
2025-04-01,KR10101-Toss Checking Account,Bakso Rindu Kampung w 钱嘉男,,"42,000",,,,
2025-04-01,KR60005-Personal Expenses,Bakso Rindu Kampung w 钱嘉男,"24,000",,,,,
2025-04-01,KR60002-Food Expenses,Bakso Rindu Kampung w 钱嘉男,"18,000",,,,,
2025-04-01,Total,Total,"42,000","42,000",0.00,0.00,0.00,0.00
2025-04-01,KR30201-Friends Debt,교통(Bakso Rindu Kampung w 钱嘉男),,"2,800",,,,
2025-04-01,KR60004-Transportation Expenses,교통(Bakso Rindu Kampung w 钱嘉男),"2,800",,,,,
2025-04-01,Total,Total,"2,800","2,800",0.00,0.00,0.00,0.00
2025-04-02,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-02,KR70002-Interest Income,이자,,1,,,,
2025-04-02,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-02,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-02,KR70002-Interest Income,이자,,151,,,,
2025-04-02,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-02,KR10101-Toss Checking Account,Transfer to Shinhan,,"157,429",,,,
2025-04-02,KR10103-Shinhan Checking Account,Transfer to Shinhan,"157,429",,,,,
2025-04-02,Total,Total,"157,429","157,429",0.00,0.00,0.00,0.00
2025-04-02,KR10103-Shinhan Checking Account,Grazie,,"5,800",,,,
2025-04-02,KR60002-Food Expenses,Grazie,"5,800",,,,,
2025-04-02,Total,Total,"5,800","5,800",0.00,0.00,0.00,0.00
2025-04-02,KR10103-Shinhan Checking Account,Grazie for 최서빈,,"6,900",,,,
2025-04-02,KR60005-Personal Expenses,Grazie for 최서빈,"6,900",,,,,
2025-04-02,Total,Total,"6,900","6,900",0.00,0.00,0.00,0.00
2025-04-02,KR10101-Toss Checking Account,피자 w 알루아,,"21,900",,,,
2025-04-02,KR60002-Food Expenses,피자 w 알루아,"10,950",,,,,
2025-04-02,KR10403-Friends Receivable,피자 w 알루아,"10,950",,,,,
2025-04-02,Total,Total,"21,900","21,900",0.00,0.00,0.00,0.00
2025-04-02,KR10101-Toss Checking Account,GS25 Umbrella,,"14,980",,,,
2025-04-02,KR60005-Personal Expenses,GS25 Umbrella,"14,980",,,,,
2025-04-02,Total,Total,"14,980","14,980",0.00,0.00,0.00,0.00
2025-04-02,KR70001-Cashback Income,Cashback,,500,,,,
2025-04-02,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-04-02,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-04-02,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-02,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-02,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-02,KR10101-Toss Checking Account,채크카드 복권 당첨,3,,,,,
2025-04-02,KR70001-Cashback Income,채크카드 복권 당첨,,3,,,,
2025-04-02,Total,Total,3,3,0.00,0.00,0.00,0.00
2025-04-02,KR10403-Friends Receivable,피자 w 알루아,,"10,950",,,,
2025-04-02,KR10105-Kakao Checking Account,피자 w 알루아,"10,950",,,,,
2025-04-02,Total,Total,"10,950","10,950",0.00,0.00,0.00,0.00
2025-04-02,KR10103-Shinhan Checking Account,Transfer to Kakao,,"39,050",,,,
2025-04-02,KR10105-Kakao Checking Account,Transfer to Kakao,"39,050",,,,,
2025-04-02,Total,Total,"39,050","39,050",0.00,0.00,0.00,0.00
2025-04-02,KR10105-Kakao Checking Account,문서진,,"50,000",,,,
2025-04-02,KR30201-Friends Debt,문서진,"50,000",,,,,
2025-04-02,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-04-03,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-03,KR70002-Interest Income,이자,,1,,,,
2025-04-03,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-03,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-03,KR70002-Interest Income,이자,,151,,,,
2025-04-03,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-03,KR10101-Toss Checking Account,Transfer to Kakao,,"10,000",,,,
2025-04-03,KR10105-Kakao Checking Account,Transfer to Kakao,"10,000",,,,,
2025-04-03,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-04-03,KR10105-Kakao Checking Account,iCloud+,,"8,900",,,,
2025-04-03,KR60005-Personal Expenses,iCloud+,"8,900",,,,,
2025-04-03,Total,Total,"8,900","8,900",0.00,0.00,0.00,0.00
2025-04-03,KR10103-Shinhan Checking Account,김가네 w 钱嘉男,,"9,000",,,,
2025-04-03,KR60002-Food Expenses,김가네 w 钱嘉男,"9,000",,,,,
2025-04-03,Total,Total,"9,000","9,000",0.00,0.00,0.00,0.00
2025-04-03,KR10103-Shinhan Checking Account,3월 교통비,,"9,000",,,,
2025-04-03,KR30201-Friends Debt,3월 교통비,"9,000",,,,,
2025-04-03,Total,Total,"9,000","9,000",0.00,0.00,0.00,0.00
2025-04-03,KR10103-Shinhan Checking Account,3월 교통비,,"4,400",,,,
2025-04-03,KR30201-Friends Debt,3월 교통비,"4,400",,,,,
2025-04-03,Total,Total,"4,400","4,400",0.00,0.00,0.00,0.00
2025-04-03,KR10103-Shinhan Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,"20,000",,,,
2025-04-03,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","16,667",,,,,
2025-04-03,KR60005-Personal Expenses,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","3,333",,,,,
2025-04-03,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-04-03,KR10000-Cash,Han River Picnic - Jiangyikun,"20,000",,,,,
2025-04-03,KR30201-Friends Debt,Han River Picnic - Jiangyikun,,"20,000",,,,
2025-04-03,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-04-04,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-04,KR70002-Interest Income,이자,,1,,,,
2025-04-04,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-04,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-04,KR70002-Interest Income,이자,,151,,,,
2025-04-04,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-04,KR10103-Shinhan Checking Account,Emart w 安庆轩,,"8,300",,,,
2025-04-04,KR60002-Food Expenses,Emart w 安庆轩,"4,150",,,,,
2025-04-04,KR60005-Personal Expenses,Emart w 安庆轩,"4,150",,,,,
2025-04-04,Total,Total,"8,300","8,300",0.00,0.00,0.00,0.00
2025-04-04,KR10103-Shinhan Checking Account,CU (Wire),,"11,900",,,,
2025-04-04,KR60005-Personal Expenses,CU (Wire),"11,900",,,,,
2025-04-04,Total,Total,"11,900","11,900",0.00,0.00,0.00,0.00
2025-04-04,KR10103-Shinhan Checking Account,PALS Bowling,,"19,900",,,,
2025-04-04,KR60005-Personal Expenses,PALS Bowling,"19,900",,,,,
2025-04-04,Total,Total,"19,900","19,900",0.00,0.00,0.00,0.00
2025-04-04,KR10105-Kakao Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",2,,,,,
2025-04-04,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,2,,,,
2025-04-04,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-04,KR30201-Friends Debt,교통(당근),,"7,400",,,,
2025-04-04,KR60004-Transportation Expenses,교통(당근),"7,400",,,,,
2025-04-04,Total,Total,"7,400","7,400",0.00,0.00,0.00,0.00
2025-04-05,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-05,KR70002-Interest Income,이자,,1,,,,
2025-04-05,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-05,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-05,KR70002-Interest Income,이자,,151,,,,
2025-04-05,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-05,KR10105-Kakao Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","3,333",,,,,
2025-04-05,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,"3,333",,,,
2025-04-05,Total,Total,"3,333","3,333",0.00,0.00,0.00,0.00
2025-04-05,KR10105-Kakao Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","3,333",,,,,
2025-04-05,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,"3,333",,,,
2025-04-05,Total,Total,"3,333","3,333",0.00,0.00,0.00,0.00
2025-04-05,KR10105-Kakao Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","3,333",,,,,
2025-04-05,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,"3,333",,,,
2025-04-05,Total,Total,"3,333","3,333",0.00,0.00,0.00,0.00
2025-04-05,KR10102-Hana Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","3,333",,,,,
2025-04-05,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,"3,333",,,,
2025-04-05,Total,Total,"3,333","3,333",0.00,0.00,0.00,0.00
2025-04-05,KR10102-Hana Checking Account,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라","3,333",,,,,
2025-04-05,KR10403-Friends Receivable,"노래방 w Lorelie, 지안, Ahmed, Mika, 최아라",,"3,333",,,,
2025-04-05,Total,Total,"3,333","3,333",0.00,0.00,0.00,0.00
2025-04-05,KR30201-Friends Debt,교통(삼성),,"6,000",,,,
2025-04-05,KR60004-Transportation Expenses,교통(삼성),"6,000",,,,,
2025-04-05,Total,Total,"6,000","6,000",0.00,0.00,0.00,0.00
2025-04-06,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-06,KR70002-Interest Income,이자,,1,,,,
2025-04-06,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-06,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-06,KR70002-Interest Income,이자,,151,,,,
2025-04-06,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-06,KR10103-Shinhan Checking Account,Han River Picnic - Jiangyikun,,"15,886",,,,
2025-04-06,KR70006-Other Income,Han River Picnic - Jiangyikun,,"4,114",,,,
2025-04-06,KR30201-Friends Debt,Han River Picnic - Jiangyikun,"20,000",,,,,
2025-04-06,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-04-06,KR10102-Hana Checking Account,Transfer to Shinhan,,"6,666",,,,
2025-04-06,KR10103-Shinhan Checking Account,Transfer to Shinhan,"6,666",,,,,
2025-04-06,Total,Total,"6,666","6,666",0.00,0.00,0.00,0.00
2025-04-06,KR10105-Kakao Checking Account,Transfer to Shinhan,,"11,101",,,,
2025-04-06,KR10103-Shinhan Checking Account,Transfer to Shinhan,"11,101",,,,,
2025-04-06,Total,Total,"11,101","11,101",0.00,0.00,0.00,0.00
2025-04-06,KR10103-Shinhan Checking Account,르 쁠래지흐 뒤,,"21,900",,,,
2025-04-06,KR60002-Food Expenses,르 쁠래지흐 뒤,"21,900",,,,,
2025-04-06,Total,Total,"21,900","21,900",0.00,0.00,0.00,0.00
2025-04-06,KR10000-Cash,Transfer to Toss,,"28,000",,,,
2025-04-06,KR10101-Toss Checking Account,Transfer to Toss,"28,000",,,,,
2025-04-06,Total,Total,"28,000","28,000",0.00,0.00,0.00,0.00
2025-04-07,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-07,KR70002-Interest Income,이자,,1,,,,
2025-04-07,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-07,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-07,KR70002-Interest Income,이자,,151,,,,
2025-04-07,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,쿠팡 회원비,,"7,890",,,,
2025-04-07,KR60005-Personal Expenses,쿠팡 회원비,"7,890",,,,,
2025-04-07,Total,Total,"7,890","7,890",0.00,0.00,0.00,0.00
2025-04-07,KR10000-Cash,Albina PALS,"11,000",,,,,
2025-04-07,KR10403-Friends Receivable,Albina PALS,,"15,886",,,,
2025-04-07,KR30201-Friends Debt,Albina PALS,"5,000",,,,,
2025-04-07,KR70006-Other Income,Albina PALS,,114,,,,
2025-04-07,Total,Total,"16,000","16,000",0.00,0.00,0.00,0.00
2025-04-07,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"57,440",,,,
2025-04-07,KR10101-Toss Checking Account,Transfer to Toss,"57,440",,,,,
2025-04-07,Total,Total,"57,440","57,440",0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,王学勤生日礼物,,"57,440",,,,
2025-04-07,KR60005-Personal Expenses,王学勤生日礼物,"57,440",,,,,
2025-04-07,Total,Total,"57,440","57,440",0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,채크카드 복권 당첨,4,,,,,
2025-04-07,KR70001-Cashback Income,채크카드 복권 당첨,,4,,,,
2025-04-07,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-04-07,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"200,000",,,,
2025-04-07,KR10101-Toss Checking Account,Transfer to Toss,"200,000",,,,,
2025-04-07,Total,Total,"200,000","200,000",0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,Emart w 钱嘉男,,"42,420",,,,
2025-04-07,KR10403-Friends Receivable,Emart w 钱嘉男,"21,210",,,,,
2025-04-07,KR60002-Food Expenses,Emart w 钱嘉男,"21,210",,,,,
2025-04-07,Total,Total,"42,420","42,420",0.00,0.00,0.00,0.00
2025-04-07,KR70001-Cashback Income,Cashback,,500,,,,
2025-04-07,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-04-07,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,打印 w 钱嘉男,,140,,,,
2025-04-07,KR10403-Friends Receivable,打印 w 钱嘉男,140,,,,,
2025-04-07,Total,Total,140,140,0.00,0.00,0.00,0.00
2025-04-07,MY11101-Maybank Checking Account,Mama,,,"1,300.00",,,
2025-04-07,MY71004-Other Income,Mama,,,,"1,300.00",,
2025-04-07,Total,Total,0,0,"1,300.00","1,300.00",0.00,0.00
2025-04-07,MY11101-Maybank Checking Account,Allianz,,,280.34,,,
2025-04-07,MY71004-Other Income,Allianz,,,,280.34,,
2025-04-07,Total,Total,0,0,280.34,280.34,0.00,0.00
2025-04-07,MY11101-Maybank Checking Account,Allianz,,,"1,210.49",,,
2025-04-07,MY71004-Other Income,Allianz,,,,"1,210.49",,
2025-04-07,Total,Total,0,0,"1,210.49","1,210.49",0.00,0.00
2025-04-07,KR10101-Toss Checking Account,쿠팡이츠 w 钱嘉男,,"23,400",,,,
2025-04-07,KR10403-Friends Receivable,쿠팡이츠 w 钱嘉男,"11,700",,,,,
2025-04-07,KR60002-Food Expenses,쿠팡이츠 w 钱嘉男,"11,700",,,,,
2025-04-07,Total,Total,"23,400","23,400",0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,쿠팡이츠 w 钱嘉男,,"19,900",,,,
2025-04-07,KR10403-Friends Receivable,쿠팡이츠 w 钱嘉男,"9,950",,,,,
2025-04-07,KR60002-Food Expenses,쿠팡이츠 w 钱嘉男,"9,950",,,,,
2025-04-07,Total,Total,"19,900","19,900",0.00,0.00,0.00,0.00
2025-04-07,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"50,000",,,,
2025-04-07,KR10101-Toss Checking Account,Transfer to Toss,"50,000",,,,,
2025-04-07,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-04-07,KR30201-Friends Debt,교통(삼성),,"4,500",,,,
2025-04-07,KR60004-Transportation Expenses,교통(삼성),"4,500",,,,,
2025-04-07,Total,Total,"4,500","4,500",0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,Electricity Bill,,"142,110",,,,
2025-04-07,KR10403-Friends Receivable,Electricity Bill,"71,055",,,,,
2025-04-07,KR60001-Home Expenses,Electricity Bill,"71,055",,,,,
2025-04-07,Total,Total,"142,110","142,110",0.00,0.00,0.00,0.00
2025-04-07,KR10101-Toss Checking Account,Gas Bill,,"22,110",,,,
2025-04-07,KR10403-Friends Receivable,Gas Bill,"11,055",,,,,
2025-04-07,KR60001-Home Expenses,Gas Bill,"11,055",,,,,
2025-04-07,Total,Total,"22,110","22,110",0.00,0.00,0.00,0.00
2025-04-08,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-08,KR70002-Interest Income,이자,,1,,,,
2025-04-08,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-08,KR10213-Toss Emergency Fund Account,이자,136,,,,,
2025-04-08,KR70002-Interest Income,이자,,136,,,,
2025-04-08,Total,Total,136,136,0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,김가네 w 钱嘉男,,"18,000",,,,
2025-04-08,KR10403-Friends Receivable,김가네 w 钱嘉男,"8,500",,,,,
2025-04-08,KR60002-Food Expenses,김가네 w 钱嘉男,"9,500",,,,,
2025-04-08,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-08,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-08,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-08,MY11101-Maybank Checking Account,Flight to Malaysia,,,,836.00,,
2025-04-08,MY61004-Transportation Expenses,Flight to Malaysia,,,836.00,,,
2025-04-08,Total,Total,0,0,836.00,836.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-08,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-08,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,채크카드 복권 당첨,3,,,,,
2025-04-08,KR70001-Cashback Income,채크카드 복권 당첨,,3,,,,
2025-04-08,Total,Total,3,3,0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-08,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-08,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,카페리시오,,"3,000",,,,
2025-04-08,KR60002-Food Expenses,카페리시오,"3,000",,,,,
2025-04-08,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,서강대산학협력,"20,000",,,,,
2025-04-08,KR70006-Other Income,서강대산학협력,,"20,000",,,,
2025-04-08,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-04-08,KR10101-Toss Checking Account,Welcoming Dinner,,"15,500",,,,
2025-04-08,KR60002-Food Expenses,Welcoming Dinner,"15,500",,,,,
2025-04-08,Total,Total,"15,500","15,500",0.00,0.00,0.00,0.00
2025-04-09,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-09,KR70002-Interest Income,이자,,1,,,,
2025-04-09,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-09,KR10213-Toss Emergency Fund Account,이자,136,,,,,
2025-04-09,KR70002-Interest Income,이자,,136,,,,
2025-04-09,Total,Total,136,136,0.00,0.00,0.00,0.00
2025-04-09,MY11101-Maybank Checking Account,Allianz,,,,"1,490.83",,
2025-04-09,MY71004-Other Income,Allianz,,,"1,490.83",,,
2025-04-09,Total,Total,0,0,"1,490.83","1,490.83",0.00,0.00
2025-04-09,MY11101-Maybank Checking Account,Wise 1 1MYR@327.487 KRW,,,,464.00,,
2025-04-09,MY61005-Personal Expenses,Wise 1 1MYR@327.487 KRW,,,452.68,,,
2025-04-09,MY61006-Exchange Expenses,Wise 1 1MYR@327.487 KRW,,,11.32,,,
2025-04-09,KR10101-Toss Checking Account,Wise 1 1MYR@327.487 KRW,"149,345",,,,,
2025-04-09,KR70005-Allowance Income,Wise 1 1MYR@327.487 KRW,,"149,345",,,,
2025-04-09,Total,Total,"149,345","149,345",464.00,464.00,0.00,0.00
2025-04-09,KR10101-Toss Checking Account,Starbucks,,"4,700",,,,
2025-04-09,KR60002-Food Expenses,Starbucks,"4,700",,,,,
2025-04-09,Total,Total,"4,700","4,700",0.00,0.00,0.00,0.00
2025-04-09,KR70001-Cashback Income,Cashback,,100,,,,
2025-04-09,KR10101-Toss Checking Account,Cashback,100,,,,,
2025-04-09,Total,Total,100,100,0.00,0.00,0.00,0.00
2025-04-09,KR10101-Toss Checking Account,"McDonalds w Princess, Trippy",,"13,200",,,,
2025-04-09,KR60002-Food Expenses,"McDonalds w Princess, Trippy","13,200",,,,,
2025-04-09,Total,Total,"13,200","13,200",0.00,0.00,0.00,0.00
2025-04-09,KR10101-Toss Checking Account,"McDonalds w Princess, Trippy",,"12,300",,,,
2025-04-09,KR10403-Friends Receivable,"McDonalds w Princess, Trippy","12,300",,,,,
2025-04-09,Total,Total,"12,300","12,300",0.00,0.00,0.00,0.00
2025-04-09,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"200,000",,,,
2025-04-09,KR10101-Toss Checking Account,Transfer to Toss,"200,000",,,,,
2025-04-09,Total,Total,"200,000","200,000",0.00,0.00,0.00,0.00
2025-04-09,KR10101-Toss Checking Account,Ferragamo for 王君熙,,"115,000",,,,
2025-04-09,KR60005-Personal Expenses,Ferragamo for 王君熙,"115,000",,,,,
2025-04-09,Total,Total,"115,000","115,000",0.00,0.00,0.00,0.00
2025-04-09,KR70001-Cashback Income,Cashback,,500,,,,
2025-04-09,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-04-09,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-04-09,KR10101-Toss Checking Account,安庆轩,,"3,000",,,,
2025-04-09,KR60005-Personal Expenses,安庆轩,"3,000",,,,,
2025-04-09,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-04-09,KR10101-Toss Checking Account,봉쥬르마카롱,,"42,000",,,,
2025-04-09,KR60005-Personal Expenses,봉쥬르마카롱,"42,000",,,,,
2025-04-09,Total,Total,"42,000","42,000",0.00,0.00,0.00,0.00
2025-04-09,KR30201-Friends Debt,교통(삼성),,"3,000",,,,
2025-04-09,KR60004-Transportation Expenses,교통(삼성),"3,000",,,,,
2025-04-09,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-04-09,KR10102-Hana Checking Account,WeChat 1 1CNY@199.627 KRW,"135,233",,,,,
2025-04-09,KR10403-Friends Receivable,WeChat 1 1CNY@199.627 KRW,,"131,510",,,,
2025-04-09,KR70006-Other Income,WeChat 1 1CNY@199.627 KRW,,"3,723",,,,
2025-04-09,Total,Total,"135,233","135,233",0.00,0.00,0.00,0.00
2025-04-10,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-10,KR70002-Interest Income,이자,,1,,,,
2025-04-10,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-10,KR10213-Toss Emergency Fund Account,이자,126,,,,,
2025-04-10,KR70002-Interest Income,이자,,126,,,,
2025-04-10,Total,Total,126,126,0.00,0.00,0.00,0.00
2025-04-10,KR10103-Shinhan Checking Account,Transfer to Shinhan,"25,000",,,,,
2025-04-10,KR10102-Hana Checking Account,Transfer to Shinhan,,"25,000",,,,
2025-04-10,Total,Total,"25,000","25,000",0.00,0.00,0.00,0.00
2025-04-10,KR10101-Toss Checking Account,청석골타감자탕,,"10,000",,,,
2025-04-10,KR60002-Food Expenses,청석골타감자탕,"10,000",,,,,
2025-04-10,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-04-10,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-10,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-10,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-10,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-10,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-10,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-10,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-10,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-10,Total,Total,2,2,0.00,0.00,0.00,0.00
